"Symbol","Expiry1 IV","Expiry2 IV","Expiry3 IV","IV30","IV90","IV60","Expiry4 IV"
"RSP",17.84,19.19,21.32,18.4186,21.3222,19.9477,21.36
"RST",0,0,0,0,0,0,0
"RSX",28.85,30.34,30.87,29.403,30.5757,30.4022,30.51
"RTH",19.51,22.81,23.49,20.9263,23.5509,23.0553,23.96
"RTLR",53.28,64.88,66.66,58.2449,65.662,65.0719,63.6
"RTWIQ",0,0,0,0,0,0,0
"RTX",30.18,33.8,33.19,31.0489,33.5316,33.7338,32.64
"RUBY",159.38,153.14,130.13,156.7054,143.0229,150.6103,126.06
"RUN",75.56,72.64,76.65,74.3092,76.1646,74.0706,74.11
"RUSHA",52.7,41.01,36.26,47.6891,37.6176,40.1595,37.23
"RUSL",62.86,54.14,56.15,59.1253,56.5415,54.8583,59.13
"RUTH",61.1,71.69,72.46,65.6361,72.0301,71.7753,74.46
"RVLV",61.02,63.71,70.73,60.883,70.7055,66.2188,70.53
"RVMD",97.37,78.88,78.8,89.4505,79.0977,78.8513,81.03
"RVNC",67.71,78.91,81.5,72.5034,80.7572,79.3694,89.06
"RVP",127.67,129.67,122.85,128.5268,124.7979,128.4505,124.05
"RVSB",0,53.44,41.87,53.4425,43.9764,49.3081,57.78
"RWJ",38.95,36.8,35.65,38.0298,35.9816,36.5961,35.15
"RWK",26.28,28.57,29.29,28.5661,29.0858,28.6959,27.12
"RWL",20.45,16.9,18.52,18.9297,18.6002,17.4776,19.14
"RWM",29.67,29.02,28.49,29.3954,28.6417,28.9276,28.22
"RWO",0,0,0,24.0988,24.0988,24.0988,24.1
"RWR",22.62,20.91,22.47,21.8863,22.0226,21.1867,22.95
"RWT",58.19,42.95,43.12,51.6629,43.0674,42.9769,45.11
"RWX",25.97,35.91,21.36,30.2278,25.5117,33.3108,28.58
"RXL",50.56,39.34,41.17,45.752,40.6485,39.6652,40.44
"RXN",51.81,39.13,40.42,46.381,39.6979,39.2724,39.09
"RXT",62.13,71.63,66.84,66.1976,69.5242,71.1065,62.6
"RY",17.03,18.43,19.27,17.6317,19.0327,18.5793,18.82
"RYAAY",42.02,42.42,40.96,42.1938,41.1102,41.9002,42.1
"RYAM",95.92,98.68,97.69,97.1005,98.2443,98.5679,96.82
"RYB",0,73.14,80.18,73.1411,83.3123,75.6554,103.89
"RYH",32.9,23.27,21.55,28.7753,22.0423,22.9662,20.65
"RYI",72.4,66.45,65.44,69.8527,66.3392,66.0889,72.22
"RYN",26.2,30.02,33.07,27.8378,31.3615,30.3558,31.84
"RYTM",81.68,86.41,92.47,83.7051,90.7364,87.488,87.84
"SA",49.16,50.44,51.4,49.709,50.8669,50.5502,51.59
"SAA",47.41,46.57,45.65,47.0506,45.9679,46.2444,48.02
"SABR",66.35,65.41,70.34,65.9431,68.9295,66.2856,69.41
"SAFE",50.13,49.21,49.02,49.7346,49.0708,49.1756,48.03
"SAFM",35.65,34.54,36.66,35.1754,35.4726,34.7743,35.52
"SAFT",28.94,29.38,30.74,29.1307,29.9813,29.5329,29.98
"SAGE",62.03,71.95,99.33,64.5831,83.9874,74.9537,100.9
"SAH",62.77,56.88,54.95,60.2463,56.031,56.666,58.98
"SAIA",34.54,41.62,40.05,37.5743,40.0832,41.0613,40.3
"SAIC",31.72,31.18,32.86,31.4921,31.9221,31.3688,32.99
"SAIL",51.52,53.77,59.95,52.4829,59.7236,55.9785,58.22
"SAM",38.57,47.02,45.32,42.1874,45.2042,46.4102,44.46
"SAN",43.89,41.54,43.39,42.8803,43.7234,42.1979,45.94
"SAND",46.54,49.72,51.49,47.9002,51.6702,50.3525,52.87
"SANM",38.95,45.1,41.38,41.5858,42.4391,44.4335,41.26
"SANW",109.56,90,91.74,101.1821,90.7618,90.1885,89.9
"SAP",28.45,33.99,33.06,30.8222,33.0713,33.6599,33.14
"SASR",84.75,52,41.12,52.0006,47.218,50.8059,42.84
"SATS",55.6,54.18,53.87,54.9918,53.9562,54.1244,52.71
"SAVA",126.82,125.77,134.11,126.3674,129.4372,126.6854,130.71
"SAVE",63.46,72.73,73.31,67.4293,73.3163,72.9345,73.35
"SB",0,0,0,94.5373,94.5373,94.5373,94.54
"SBAC",29.2,29.04,30.11,29.1317,30.0843,29.4236,29.93
"SBBP",240.85,102.64,138.83,181.6524,128.5026,109.0987,163.38
"SBCF",31.53,37.26,37.74,33.9864,37.8125,37.4343,38.29
"SBE",126.55,140.08,144.91,132.3424,143.8371,141.8039,139.29
"SBGI",54.87,52.86,55.51,54.0081,55.257,53.8105,53.57
"SBH",53.98,65.5,61.36,58.9113,61.1461,64.0166,59.77
"SBIO",32.69,33.67,33.98,33.1105,33.8939,33.7276,34.19
"SBLK",54.62,59.45,58.49,56.6888,59.0282,59.3435,59.5
"SBNY",36.49,39.73,40.5,37.8799,40.4623,40.0075,40.23
"SBRA",38.84,40.87,43.88,39.7087,43.0176,41.4035,40.58
"SBS",77.77,64.71,64.05,72.1771,64.2361,64.589,66.08
"SBSI",32.7,34.69,35.05,33.5478,34.8474,34.7262,33.78
"SBSW",60.3,62.97,65.08,61.4472,64.4779,63.3483,63.67
"SBUX",23.24,28.47,27.96,29.1947,27.8996,28.288,27.82
"SC",43.94,47.3,44.38,45.3811,45.2168,46.783,44.32
"SCCO",37.36,39.37,40.02,38.2195,39.8802,39.6031,38.98
"SCHA",25.1,24.67,25.25,24.9185,25.0818,24.7735,24.83
"SCHB",18.41,18.24,21.31,18.3387,20.4373,18.7919,20.35
"SCHC",39.48,23.28,23.14,39.4834,39.4834,39.4834,22.33
"SCHD",18.74,19.87,21.13,19.2217,20.7714,20.095,21
"SCHE",19.14,19.17,20.31,19.1551,19.9875,19.3771,21.65
"SCHF",19.14,34.19,15.19,25.585,20.6103,30.7985,20.45
"SCHG",22.28,23.16,25.65,22.6602,24.9422,23.6067,26.3
"SCHH",19.11,20.14,21.17,19.5547,20.8799,20.3284,22.75
"SCHL",37.26,37.9,44.93,37.5362,44.9851,40.4134,45.36
"SCHM",20.21,20.08,22.16,20.1515,21.5682,20.449,21.1
"SCHN",58.39,50.95,50.55,55.2072,50.7757,50.9098,49.93
"SCHP",4.02,4.07,4.96,4.0429,5.0932,4.3877,5.96
"SCHV",24.37,0,20.58,23.4665,20.5294,21.6589,20.22
"SCHW",30.94,34.5,35.1,34.047,34.9735,34.7166,34.14
"SCHX",20.96,17.85,19,19.625,18.3553,17.9756,21.27
"SCI",22.37,30.17,30,25.7106,30.0385,30.1074,30.28
"SCJ",0,20.4,20.77,20.7729,20.8318,20.7729,21.22
"SCL",27.33,30.44,30.73,28.6631,30.6826,30.5414,30.39
"SCM",89.74,50.58,42.47,72.9691,42.9782,47.684,46.3
"SCO",61.38,65.64,68.24,63.2011,67.4981,66.1008,73.06
"SCOR",102.71,144.79,114.08,120.7347,122.845,139.3111,107.29
"SCPL",60.86,71.63,67.99,65.4741,70.0302,71.2322,67.42
"SCS",55.24,51.76,56.03,53.7461,54.8082,52.5191,55.49
"SCSC",53.71,54.7,49.19,54.1319,49.1941,52.7291,49.25
"SCU",57.37,68.68,65.71,62.2117,65.3843,67.6178,63.22
"SCVL",51.39,52.99,53.45,52.0745,54.1971,53.1526,59.12
"SCWX",54.4,55.52,60.62,54.8804,59.1609,56.427,61.61
"SCYX",121.61,150.13,112.89,133.8216,111.5615,136.8209,102.83
"SCZ",18.85,17.67,17.81,18.3452,17.7692,17.7195,17.47
"SD",102.96,100.04,107.35,101.7096,105.2675,101.349,106.78
"SDC",75.88,76.11,84.49,76.0425,82.0973,77.6042,80.76
"SDGR",64,67.59,72.19,65.5392,72.1876,69.2318,72.18
"SDIV",19.77,20.31,22.89,20.0039,23.2302,21.23,25.49
"SDOW",57.18,59.46,61.89,58.1571,62.2934,60.3258,64.95
"SDRLF",0,0,0,0,0,0,0
"SDS",34.8,41.81,43.94,35.6455,44.2527,42.5728,46.29
"SDY",18.05,18.95,19.65,18.4403,19.4505,19.0787,20.44
"SE",52.34,53.96,58.64,50.8272,56.0207,54.4784,57.15
"SEAC",247.16,187.91,157,187.9063,165.8175,182.3881,147.96
"SEAS",54.7,57.21,61.83,56.7562,61.7027,58.8593,60.84
"SECO",0,82.27,86.19,82.2738,86.0377,83.6716,85.07
"SECT",0,0,0,0,0,0,0
"SEDG",67.7,68.29,69.53,67.9546,69.2116,68.7347,67.1
"SEE",29.48,33.08,31.83,31.0221,32.186,32.8556,32.34
"SEF",28.78,22.24,24.15,25.9787,23.0804,22.4504,24.16
"SEIC",26.62,27.83,27.07,27.1377,27.1664,27.5597,27.81
"SELB",115.52,149.44,140.57,130.0476,138.7295,146.2693,126.67
"SEM",46.62,49.53,50.03,47.8666,50.1223,49.7054,50.75
"SENS",170.74,166.19,151.39,168.7879,155.6156,163.546,151.26
"SESN",266.78,181.52,188.36,230.2589,184.5248,182.2687,173.28
"SF",39.25,37.01,36.46,38.2912,36.6192,36.912,36.33
"SFBS",36.2,40.4,37.13,37.1283,37.0892,37.1283,36.83
"SFE",0,0,54.58,54.5781,54.5781,54.5781,48.13
"SFIX",61.6,64.81,78.82,62.8309,78.4454,69.8144,75.97
"SFL",78.41,50.82,50.14,50.8151,50.518,50.7408,47.38
"SFM",35.24,39.59,40.1,37.103,39.8641,39.7707,38.33
"SFNC",52.21,42.64,42.46,42.643,42.8169,42.5762,45.18
"SFT",95.12,110.5,116.86,101.7064,113.2962,111.1988,119.04
"SFUN",0,0,0,0,0,0,0
"SGC",98.41,71.59,70.05,86.9246,69.6512,71.0432,67.02
"SGEN",45.21,47.88,43.22,46.3517,43.1888,46.2127,42.99
"SGG",29.91,29.53,31.44,29.7473,30.3728,29.7419,30.77
"SGH",75.4,51.33,50.82,65.0885,50.9011,51.1436,51.46
"SGMO",102.74,96.04,97.64,99.87,96.7453,96.2192,94.6
"SGMS",67.61,71.79,73.07,67.1181,72.7085,72.022,72.64
"SGOL",17.35,19.55,20.4,18.2913,20.5152,19.8566,21.25
"SGRY",84.34,74.14,77.84,79.9696,77.1879,75.463,72.89
"SGU",0,0,25.86,25.8598,26.5662,25.8598,31.2
"SGYPQ",0,0,0,0,0,0,0
"SH",18.63,22.13,22.54,20.1301,22.3138,22.1781,22.29
"SHAK",48.28,51.14,55.52,48.6373,55.4145,52.7046,54.72
"SHEN",96.43,58.93,50.59,88.8757,58.6405,73.7581,41.62
"SHLDQ",0,0,0,0,0,0,0
"SHLOQ",0,0,0,0,0,0,0
"SHLX",48.71,55.9,50.35,51.7864,51.933,54.9061,50.3
"SHO",0,41.65,46.7,41.6489,46.7351,43.4551,46.94
"SHOO",45.85,45.68,48.52,45.7732,48.4714,46.6935,48.12
"SHOP",48.5,55.21,54.23,49.5279,54.5108,55.0376,54.46
"SHW",21,25.73,25.73,23.0263,25.7319,25.7287,25.77
"SHY",0,6.83,0,8.5323,5.015,6.3777,1.43
"SHYF",49.11,51.99,55.86,50.3421,55.8142,53.3718,55.54
"SHYG",13.58,9.71,9.59,11.9565,9.591,9.6706,0
"SIBN",57.4,64.7,54.16,60.5286,57.1699,62.8212,55.55
"SID",51.85,66.36,64.87,58.0635,65.161,65.8248,67.07
"SIEB",0,92.75,86.86,92.7511,90.1617,92.1042,91.39
"SIEN",115.37,166.36,100.61,166.3614,119.3744,154.6235,89.95
"SIFY",0,0,0,94.6305,94.6305,94.6305,94.63
"SIG",90.86,74.76,79.72,84.4525,78.3064,75.6487,78.65
"SIGA",0,76.14,58.54,76.1352,58.5511,69.8492,58.6
"SIGI",29.9,31.32,31.32,30.5096,31.2033,31.3216,30.46
"SII",29.21,42.32,43.01,34.8248,43.5024,42.5689,45.6
"SIL",42.41,45.79,45.99,43.8552,45.9305,45.8259,45.02
"SILJ",52.33,56.99,57.93,54.3279,57.6598,57.1605,58.09
"SILK",47.84,46.05,48.9,47.0752,48.0875,46.5616,49.06
"SILV",68.01,72.76,74.22,70.0464,73.402,72.9217,77.01
"SIMO",50.22,47.72,44.32,49.1475,44.0032,46.5045,41.92
"SINA",23.77,39.39,38.6,30.4628,37.3582,39.109,29.22
"SIOX",127.22,120.85,115.95,124.4921,118.6987,120.3148,121.34
"SIRI",36.29,38.8,35.8,37.3895,35.6739,37.7312,34.84
"SITC",50.43,59.07,49.48,54.1303,52.2135,57.3542,49.03
"SITE",37.95,44.57,43.5,40.7825,43.8024,44.3772,44.05
"SIVB",35.83,40.57,40.38,37.859,40.4886,40.5513,40.34
"SIVR",43.38,46.55,46.76,44.7385,46.7693,46.6252,46.85
"SIX",54.58,58.54,59.61,56.2743,59.6341,58.9218,59.76
"SIZE",20.67,19.16,18.55,20.0229,18.6573,18.9411,19.35
"SJB",0,22.26,15.22,22.2623,17.2287,21.0048,13.52
"SJI",32.57,0,36.79,33.2643,36.0527,34.6585,41.15
"SJM",21.21,22.67,25.12,21.8344,24.4207,23.1069,25.26
"SJNK",0,5.68,8.02,5.6762,8.3128,6.5146,10.22
"SJR",24.08,23.6,28.28,23.8723,26.9468,24.4342,26.63
"SJT",96.67,70.5,70.27,85.4663,70.338,70.4633,58.89
"SJW",0,30.22,29.82,29.815,29.8924,29.815,30.4
"SKF",43.98,45.35,46.24,44.5673,45.9836,45.5104,45.25
"SKLZ",119.25,124.45,128.6,121.4752,126.2706,124.9016,120.53
"SKM",42.32,34.84,27.29,39.1176,28.5369,32.1433,36.72
"SKT",56.63,67.52,70.2,61.2933,69.8141,68.4806,67.25
"SKX",40.95,53.5,49.67,43.9568,50.7613,52.8151,48.5
"SKY",102.85,60.48,58.02,84.7072,59.3992,60.2132,57.82
"SKYW",60.05,61.85,61.21,60.821,61.3939,61.7389,61.13
"SKYY",28.72,30.2,31.1,29.3563,30.8413,30.3601,30.59
"SLAB",36.19,42.93,39.83,39.0779,40.7165,42.3774,40.54
"SLB",46.49,51.03,51.01,49.4557,51.049,51.0209,51.21
"SLCA",94.4,91.79,93.62,93.2855,93.6277,92.4459,93.7
"SLDB",238.62,160.56,154.89,205.1893,156.5066,159.5454,155.01
"SLF",52.6,55.82,45.8,53.9796,50.0346,54.3764,29.49
"SLG",49.77,50.92,49.98,50.2629,50.5104,50.8199,48.45
"SLGN",54.14,28.63,26.9,43.2172,27.8719,28.4435,33.25
"SLM",38.06,44.56,43.21,40.8416,42.4765,44.0757,41.51
"SLNO",359.71,103.73,115.87,103.7318,112.4055,105.8987,110.56
"SLP",60.91,53.19,53.5,57.603,53.6114,53.3051,54.32
"SLQT",50.19,50.13,53.75,50.1646,52.7147,50.7743,53.34
"SLRC",19.2,40.55,28.88,28.3444,28.8694,36.3757,28.83
"SLS",148.42,108.57,108.39,131.3554,108.4422,108.5396,97.04
"SLV",42.65,46.65,46.7,45.5213,45.852,46.6683,46.31
"SLX",32.58,30.03,25.25,30.0345,25.6178,28.3246,28.03
"SLYV",28.16,26.09,27.68,27.2745,27.7225,26.6592,27.99
"SM",110.48,113.37,116.44,111.7135,114.7178,113.704,116.56
"SMAR",46.67,49.58,53.59,47.9128,51.3396,50.0165,52.89
"SMBK",33.18,34.08,35.65,33.5648,35.2029,34.3619,34.01
"SMCI",47.18,51.72,48.63,49.1246,50.3576,51.3774,49.52
"SMDV",26.95,22.97,22.08,25.2456,22.5795,22.8743,21.78
"SMED",53.92,63.56,64.03,58.05,63.7635,63.6087,64.02
"SMFG",72.85,48.52,28.01,62.4285,33.8633,44.8562,26.74
"SMG",34.34,38.03,37.86,35.918,37.8104,37.9654,37.51
"SMH",27.05,29.06,30.85,27.956,29.846,29.2555,31.22
"SMHI",117.6,119.02,125.85,118.2051,123.8985,120.2374,101.27
"SMLP",0,0,0,0,0,0,0
"SMMT",246.89,191.16,148.15,223.0251,160.4247,183.4848,145.73
"SMN",35.87,48.77,52.67,41.3949,51.556,49.4645,53.33
"SMOG",38.24,38.13,38.64,38.1946,38.4959,38.2215,37.09
"SMP",51.38,46.34,41.7,49.2234,44.3028,45.8321,40.4
"SMPL",61.68,48.06,45.45,55.848,46.9102,47.7711,45.56
"SMRTQ",0,0,0,0,0,0,0
"SMSI",66.11,63.82,74.31,65.1273,71.3155,65.6919,75.93
"SMTC",51.03,37.45,41.91,45.2108,41.862,39.0422,41.53
"SMTX",50.58,49.46,69.88,50.1012,68.0042,56.7581,55.7
"SNA",29.07,34.19,33.7,31.2585,33.7286,34.0129,33.9
"SNAP",51.32,67.84,61.91,55.8374,63.5993,66.7783,61.44
"SNBR",53.44,67.41,62.7,59.4206,62.3484,65.7268,60.02
"SNCR",94.85,86.59,94.22,91.3123,93.9853,89.3172,92.47
"SND",0,126.94,167.09,126.9375,155.6306,134.1056,118.88
"SNDL",189.23,250.48,232.88,237.7645,237.9017,247.3366,218.24
"SNDR",27.27,34.02,35.17,30.1594,34.8395,34.2247,42.88
"SNDX",157.94,110.2,108.13,137.4909,108.7224,109.8323,110.64
"SNE",23.56,30.18,29.07,25.654,28.9086,29.7825,28.69
"SNEX",60.38,48.66,44.38,55.3582,45.6036,47.8973,44.05
"SNLN",0,0,0,0,0,0,0
"SNN",41.21,32.13,41.47,37.3238,40.6935,35.4701,35.59
"SNOW",71.79,68.15,68.64,70.1638,68.3629,68.1995,66.83
"SNP",27.66,29,29.81,28.236,29.5757,29.1445,31.1
"SNPS",28.87,32.01,32.47,30.2145,32.5,32.1763,32.71
"SNR",58.71,54.89,64.05,57.0732,58.9197,55.9001,59.01
"SNSS",244.19,255.51,173.17,249.0369,196.6655,240.8076,180.4
"SNV",41.36,42.91,45.31,42.0266,43.9674,43.1763,44.08
"SNX",65.45,47.41,45.04,57.7242,45.0794,46.561,45.34
"SNY",22.49,25.18,24.29,23.6422,24.8892,24.8604,28.82
"SO",22.04,23.57,23.5,22.1144,23.5437,23.567,24.09
"SOCL",23.12,25.08,26.99,23.9624,26.9607,25.7631,26.78
"SOGO",62.66,121.73,39.32,87.957,62.8328,107.015,30.27
"SOHU",49.31,46.73,48.98,48.2013,49.4949,47.5304,52.88
"SOI",71.55,60.89,69.66,66.9866,64.7471,61.8528,67.18
"SOL",151.82,149.46,149.13,150.8098,149.2245,149.4014,150.99
"SOLO",155.47,157.78,163.38,156.4577,163.2067,159.7824,162.05
"SON",28.19,26.9,28.92,27.6363,28.3446,27.2607,29.46
"SONO",54.31,70.75,66.07,61.3497,67.4084,69.9163,66.47
"SOS",288.38,207.14,158.96,207.1396,185.9571,201.8477,155.69
"SOXL",78.93,84.48,88.59,81.3069,86.2834,84.9275,88.52
"SOXS",82.88,88.94,96.46,85.4736,92.2487,89.7675,97.22
"SOXX",27.6,29.24,30.78,28.3002,30.3411,29.512,31.47
"SOYB",28.19,26.37,23.39,27.408,25.0576,26.0403,23.23
"SP",40.09,48.2,49.5,43.5629,49.128,48.4355,48.61
"SPAK",48.08,45,47.32,46.7593,46.0228,45.2565,47.75
"SPB",34.81,46.38,40.48,39.7659,42.1682,45.3306,41.46
"SPCE",82.41,92.23,99.18,84.9321,97.1978,93.474,99.31
"SPDN",22.29,45.42,22.57,32.1948,29.0888,41.3429,21.56
"SPDW",0,0,17.9,17.8968,17.8968,17.8968,0
"SPEM",24.79,17.99,19.76,21.8787,19.9598,18.624,21.26
"SPEU",24.27,21.19,21.49,22.9488,21.4549,21.2967,21.23
"SPG",48.43,47.73,49.4,48.1297,49.8749,48.3244,50.51
"SPGI",23.79,26.12,26.7,24.2609,26.3785,26.1864,26.54
"SPH",40.65,44.13,43.95,42.1397,44.0513,44.112,42.1
"SPHB",34.29,31.77,35.44,33.2104,35.8678,33.0814,38.68
"SPHD",18.68,19.57,21.96,19.0588,21.7554,20.4236,20.41
"SPHQ",23.78,25.59,22.5,25.5856,23.3828,25.0353,21.32
"SPI",137.97,132.88,118.98,135.7906,126.7705,131.3553,124.13
"SPKE",29.04,42.23,34.29,34.6924,36.1161,39.3945,48.09
"SPLG",18.29,19.62,20.99,18.8626,21.0102,20.1086,21.17
"SPLK",37.06,38.71,42.66,39.3606,40.4457,39.1401,42.61
"SPLV",15.93,16.4,17.98,16.1327,18.0453,16.964,18.46
"SPNE",69.84,56.58,57.38,56.5754,58.271,56.8617,64.14
"SPNS",35.12,52.55,38.63,42.5827,42.6047,50.0657,42.93
"SPNX",0,0,0,0,0,0,0
"SPOK",57.96,36.2,41.65,48.6414,40.0956,37.1715,42.57
"SPOT",47.3,52.66,50.69,47.4581,51.2512,52.3087,50
"SPPI",123.15,108.92,108.91,117.0573,108.915,108.9188,111.4
"SPR",59.78,66.15,65.66,62.5099,65.8041,66.0659,64.76
"SPRO",99.74,106.23,101.14,102.5228,102.5969,105.3254,100.52
"SPRT",142.72,79.45,85.33,129.0585,91.4144,101.7095,131.35
"SPSC",34.87,39.97,39.13,37.0529,39.3716,39.8225,39.01
"SPSM",28.88,27.83,26.46,28.4283,26.4533,27.3378,26.43
"SPT",73.85,79.66,76.57,76.3338,77.4522,79.1054,75.71
"SPTM",17.69,18.93,19.84,18.2177,20.0232,19.2517,21.25
"SPTN",48.05,51.98,53.89,49.7341,53.3404,52.3164,55.07
"SPWH",11.6,17.77,24.87,14.2416,22.8427,19.0353,67.2
"SPWR",86.63,96.12,95.7,87.8306,94.874,95.9664,89.47
"SPXC",39.68,43.02,40.4,41.1086,40.5789,42.0822,41.76
"SPXL",50.78,53.49,58.19,51.9417,56.8498,54.3293,57.47
"SPXS",63.8,70.96,75.64,66.8628,76.2761,72.6304,77.12
"SPXU",55.11,65.87,68.04,57.8046,68.3451,66.6456,70.37
"SPY",16.79,18.28,19.65,17.4404,19.5761,18.768,19.74
"SPYD",21.02,27.03,26.65,23.5937,26.6291,26.8946,26.52
"SPYG",22.95,23.17,23.46,23.0451,23.5733,23.272,24.35
"SPYV",19.1,20.62,20.49,19.7515,20.5228,20.5723,20.73
"SQ",51.5,52.51,55.56,52.4149,55.3636,53.5995,54.07
"SQBG",0,0,0,0,0,0,0
"SQM",44.43,43.73,46.45,44.1302,45.6758,44.219,45.93
"SQQQ",68.74,78.1,82.87,73.8437,83.4641,79.8016,87.39
"SR",32.81,32.15,51.86,32.7598,32.5725,32.6661,32.33
"SRAC",127.41,140.56,128.51,133.046,135.2621,139.2384,122.59
"SRAX",151.32,200.42,136.73,172.3529,172.4194,193.4261,130.41
"SRC",42.26,34.25,39.55,38.8312,38.041,35.1986,37.04
"SRCE",32.45,35.27,34.96,33.6564,35.0317,35.1564,35.5
"SRCL",32.52,32.34,35.9,32.4425,33.9052,32.7282,37.14
"SRDX",49.37,47.73,48.87,48.6658,48.2299,47.8518,49.33
"SRE",24.23,24.93,26.82,24.5302,26.2825,25.2643,27.03
"SRET",31.14,28.48,41.52,30.0033,40.3409,33.1435,32.57
"SREV",0,122.72,114.16,114.1647,114.1647,114.1647,106.52
"SRG",65.52,69.37,72.89,67.1653,71.8875,69.9975,73.26
"SRGA",155.71,94.92,88.21,144.5846,100.0575,122.3211,103.05
"SRI",44.06,51.39,51.35,47.1996,51.2099,51.3711,50.32
"SRLN",12.11,11.69,8.64,8.6399,8.6399,8.6399,8.05
"SRLP",39.62,35.17,30.89,37.717,32.1148,34.4096,28.64
"SRNE",128.6,136.45,141.78,126.6104,141.8925,138.3507,142.66
"SRPT",144.37,137.07,117.77,155.6053,112.47,130.171,105.44
"SRRK",96.23,85.39,87.89,91.588,90.9918,86.288,95.1
"SRS",36.84,43.09,45.91,39.5207,45.1039,43.5963,49.28
"SRT",33.69,57.95,56.49,44.0796,57.3101,57.7916,64.09
"SRTY",107.53,101.48,99.71,104.9414,100.7025,101.2869,92.68
"SRVR",25.67,23.51,26.79,24.7453,26.9929,24.6856,28.3
"SSB",56.81,39.7,38,49.4799,38.3758,39.0922,40.84
"SSD",30.36,40.17,38.79,34.5659,38.8252,39.6776,39.08
"SSL",61.93,73.6,79.84,66.9278,80.5176,75.8302,84.97
"SSNC",26.4,32.54,30.21,29.0281,30.8778,32.1235,30.5
"SSO",33.18,35.98,38.2,35.1012,38.4123,36.7735,39.81
"SSP",52.21,54.58,59.08,53.2259,59.1005,56.1847,59.26
"SSRM",53.12,53.77,54.04,53.4026,54.0903,53.8684,54.44
"SSSS",50.22,56.16,58.65,52.7612,58.5773,57.0481,58.11
"SSTK",44.59,49.84,48.14,46.8417,49.0921,49.6541,46.73
"SSYS",58.08,62.62,68.77,68.4817,67.7732,64.8201,61.2
"ST",32.74,35.53,35.58,33.9316,35.4645,35.5451,34.73
"STAA",57.63,60.27,61.77,58.7647,61.3951,60.8089,58.93
"STAG",25.62,25.09,28.3,25.3931,28.1506,26.2347,27.17
"STAR",26.55,33.19,38.16,29.3922,36.7443,34.0776,40.17
"STAY",35.73,38.05,42.12,36.7265,40.962,38.7801,42.4
"STBA",0,0,41.23,41.2259,41.2259,41.2259,41.12
"STC",93.6,54.25,43.11,54.2527,49.3541,53.0289,41.28
"STCN",0,0,0,0,0,0,0
"STE",25.24,28.05,27.88,26.4393,27.8628,27.9856,27.78
"STEP",44.81,40.75,41.04,43.0675,41.0106,40.8507,40.82
"STFC",34.66,42.62,44.02,38.0713,43.2377,42.7773,39.83
"STIM",88.1,106.91,110.82,96.1563,108.6273,107.3368,100.87
"STKL",71.7,72.26,76.94,71.9411,77.888,73.932,84.13
"STL",42.31,46.9,53.58,44.2755,49.8378,47.6345,58.45
"STLD",38.15,41.36,41.34,39.5245,41.3503,41.3541,40.27
"STM",43.57,46.75,46.05,44.931,46.2465,46.6244,46.51
"STMP",52.23,61.66,65.85,51.2606,63.5001,62.1194,65.12
"STNE",46.56,51.54,56.47,51.6017,55.0631,52.423,56.1
"STNG",64.7,71.55,73.47,67.6312,72.9195,71.8896,73
"STOK",66.99,73.95,83.28,69.9717,78.056,74.9784,86.96
"STON",75.71,116.53,132.52,93.1921,127.9577,119.3865,126.58
"STOR",34.41,35.84,36.88,35.0207,36.5801,36.0238,36.2
"STPK",146.05,146.69,146.66,146.3216,146.6669,146.6837,134.97
"STRA",52.82,50.05,49.81,51.6356,49.8787,50.0082,50.34
"STRL",61.7,58.09,61.17,60.1515,60.9179,59.1901,59.26
"STRO",74,75.64,75.03,74.7025,75.3745,75.5769,75.75
"STT",35.78,35.88,35.85,35.8195,35.8634,35.8736,34.5
"STWD",31.59,33.11,34.57,32.237,34.6923,33.6292,35.48
"STX",32.3,37.49,36.34,37.4404,36.2379,37.0815,35.54
"STXS",120.35,134.35,116.87,126.3455,126.6633,132.4278,112.06
"STZ",37.66,30.79,30.96,31.8665,30.9103,30.8177,30.73
"SU",44.72,47.11,48.62,45.7708,48.8256,47.6508,50.2
"SUI",24.73,27.23,28.87,25.8002,28.8051,27.8131,28.4
"SUM",51.79,61.28,58.12,55.8557,59.8922,60.9366,56.45
"SUMO",97.65,93.85,96.47,96.0186,95.0011,94.1349,90.94
"SUN",29.72,37.09,32.13,32.8734,32.3296,35.3147,33.63
"SUNS",0,32.89,27.66,32.8932,27.8745,31.0223,29.3
"SUNW",167.3,172.9,180.9,169.6987,180.6406,175.7633,178.91
"SUP",0,125.23,133.04,125.2279,130.8098,126.6224,129.89
"SUPN",43.66,63.72,63.6,52.2543,63.5344,63.677,63.12
"SUPV",0,0,85.49,85.4886,85.4886,85.4886,77.24
"SURF",142.49,146.51,153.49,144.2104,151.4962,147.7539,150.05
"SUSL",0,0,0,0,0,0,0
"SVC",58.48,59.04,64.24,58.7195,64.2914,60.8966,64.63
"SVM",70.56,72.77,73.82,71.5043,73.5224,72.9566,82.02
"SVMK",41.18,50.89,48,45.3375,48.8258,50.3758,49.55
"SVRA",0,185.26,160.04,185.2599,174.1733,182.4902,143.76
"SVVC",141.95,121.97,124.86,133.3939,122.4067,123.0051,106.3
"SVXY",42.36,44.18,45.32,43.6979,44.9975,44.5911,42.86
"SWAV",46.91,55.49,52.72,50.5874,53.51,54.9985,53.26
"SWBI",64.22,65.94,73.95,64.9547,73.8111,68.8027,72.87
